"Close Date","Account Name","Lead Source Category","Opportunity Name","Fiscal Period","Opportunity Owner","Next Step","Type","Monthly Gross Profit","Age","Appraisal Start Date","Total Value","Referral Partner"
"7/29/2021","Kohlberg & Company","Outbound","Kohlberg (SavATree)","Q3-2021","Pierre Le Veaux","","Private Equity","14088","1.0000000000","","14087.51",""
"7/29/2021","ikoo","Outbound","ikoo Amazon","Q3-2021","Kira Tirshfield","","Brand Strategy - New Business","9310","0.0000000000","","111720.00",""
"7/30/2021","Cloud Kitchens","Outbound","CloudKitchens","Q3-2021","Connor Sanner","","Brand Strategy - New Business","5679","19.0000000000","","0.00",""
"7/30/2021","Family Christian Center","Outbound","Family Christian Center","Q3-2021","Pierre Le Veaux","","Private Equity","27900","1.0000000000","","27900.00",""
"7/30/2021","Jenny Craig","Outbound","jenny craig","Q3-2021","Sara Brooks","","Brand Strategy - New Business","21687","0.0000000000","","130122.00",""
"8/2/2021","LesserEvil","Outbound","LesserEvil","Q3-2021","Kira Tirshfield","","Brand Strategy - New Business","8798","14.0000000000","","105576.00",""
"8/10/2021","11Honore","Channel Partner","11 Honore","Q3-2021","Ben Rogers","","Commercial Velocity - New Business","13965","9.0000000000","","167580.00",""
"8/11/2021","Axiom Law","Inbound","Axiom Law","Q3-2021","Pat Kreidler","","Commercial Velocity - New Business","28665","334.0000000000","","343980.00",""
"8/12/2021","Cooks Venture","Channel Partner","Cooks Venture","Q3-2021","Jake Mehani","","Commercial Velocity - New Business","10416","45.0000000000","","62495.76","Devin S Test Keller"
"8/13/2021","Marquis","Inbound","Marquis","Q3-2021","Kira Tirshfield","","Brand Strategy - New Business","9031","157.0000000000","","108368.40",""
"8/15/2021","Sama","Channel Partner","Sama Email","Q3-2021","Connor Sanner","","Rapid Growth Brands - New Business","7712","0.0000000000","","46270.70","Devin S Test Keller"
"8/16/2021","VAT IT","Inbound","VATit / Tecex-","Q3-2021","Matt Levitt","","Rapid Growth Brands - New Business","50689","74.0000000000","","304135.68",""
"8/16/2021","Dwellful","Inbound","Dwellful","Q3-2021","Corey Eulas","","Strategic Accounts - New Business","14896","14.0000000000","","14896.00",""
"8/17/2021","Heyday","Outbound","Heyday-","Q3-2021","Matt Levitt","","Rapid Growth Brands - New Business","5260","26.0000000000","","15780.45",""
"8/18/2021","Sama","Channel Partner","Sama","Q3-2021","Connor Sanner","","Rapid Growth Brands - New Business","15362","64.0000000000","","46084.50","Devin S Test Keller"
"8/20/2021","Gig Salad","Channel Partner","GigSalad","Q3-2021","Corey Eulas","","Strategic Accounts - New Business","11141","39.0000000000","","66846.00","Devin S Test Keller"
"8/20/2021","ThinOptics","Channel Partner","Thin Optics","Q3-2021","Connor Sanner","","Rapid Growth Brands - New Business","11405","40.0000000000","","136857.00",""
"8/22/2021","JibJab","Outbound","JibJab-","Q3-2021","Matt Levitt","","Rapid Growth Brands - New Business","40000","40.0000000000","","480000.00",""
"8/23/2021","Cove Hill Partners","Channel Partner","Covehill CPOMS Assessment","Q3-2021","Corey Eulas","","Strategic Accounts - New Business","5580","0.0000000000","","5580.00","Devin S Test Keller"
"8/23/2021","3xT","Outbound","Team 3xT GA Project","Q3-2021","Jeff Mason","","Commercial Velocity - New Business","1250","0.0000000000","","1250.00",""
"8/24/2021","TGG Accounting","Outbound","TGG Accounting-","Q3-2021","Pat Kreidler","","Commercial Velocity - New Business","14333","15.0000000000","","14332.50","Rob Rodrigues"
"8/27/2021","Prolitec Inc.","Channel Partner","Aera For Home-","Q3-2021","Alex Serna","","Commercial Velocity - New Business","37702","35.0000000000","","226214.64","Devin S Test Keller"
"8/30/2021","Softies","Outbound","Softies","Q3-2021","Mike Iaco","","CV Strategic","9555","25.0000000000","","114660.00",""
"8/30/2021","Santa?s Club LLC","Channel Partner","Santa's Club 2021","Q3-2021","Mike Iaco","","CV Strategic","12415","11.0000000000","","49660.00",""
"8/31/2021","Axiom Law","Inbound","Axiom Law - SEO & Content Strategy","Q3-2021","Pat Kreidler","","Commercial Velocity - New Business","7531","102.0000000000","","82837.48",""
"8/31/2021","quip.","Channel Partner","Quip-","Q3-2021","Connor Sanner","","Rapid Growth Brands - New Business","93697","98.0000000000","","562184.34","Mint Digital  LLC"
"8/31/2021","Family Christian Center","Outbound","FCC Womens Conference","Q3-2021","Pierre Le Veaux","","Private Equity","27500","2.0000000000","","27500.00",""
"8/31/2021","Maison 276","Outbound","Cornelius Consortium LLC","Q3-2021","Pierre Le Veaux","","Private Equity","6568","0.0000000000","","6568.34",""
"8/31/2021","Nexa","Outbound","nexa","Q3-2021","Pierre Le Veaux","","Private Equity","43759","41.0000000000","","525106.75",""
"8/31/2021","Every Mother","Outbound","Every Mother","Q3-2021","Jake Mehani","","Commercial Velocity - New Business","4650","19.0000000000","","27900.00",""
"9/1/2021","Alpen Storage","Channel Partner","Alpen Storage","Q3-2021","Matt Levitt","","Rapid Growth Brands - New Business","0","714.0000000000","","0.00","Devin S Test Keller"
"9/1/2021","11Honore","Channel Partner","11 Honoré","Q3-2021","Connor Sanner","","Rapid Growth Brands - New Business","0","71.0000000000","","0.00",""
"9/1/2021","Maison 276","Outbound","Maison276","Q3-2021","Pierre Le Veaux","","Private Equity","6568","0.0000000000","","6568.34",""
"9/3/2021","Gooseberry Intimates","Channel Partner","Gooseberry Intimates-","Q3-2021","Kira Tirshfield","","Brand Strategy - New Business","40940","33.0000000000","","491280.00","Klaviyo - Stephanie Faria"
"9/8/2021","cerqular.com","Inbound","Cerqular","Q3-2021","Ben Rogers","","Commercial Velocity - New Business","39585","9.0000000000","","237508.50",""
"9/9/2021","Enchanting Times","Outbound","Enchant Christmas 2021 holiday campaign","Q3-2021","Mike Iaco","","CV Strategic","23684","13.0000000000","","94736.00",""
