"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Close Date","Opportunity Owner","Lead Source Category"
"Cove Hill Partners","Covehill (072021 Diligence Project)","Q3-2021","","Strategic Accounts - New Business","0.00","3720","0.0000000000","","7/26/2021","Corey Eulas","Other"
"SmartServ","SmartServ Inc.","Q3-2021","","Commercial Velocity - New Business","9.00","1000","9.0000000000","","7/21/2021","Hannah Underhill","Inbound"
"LL Flooring","LL Flooring-","Q3-2021","","Commercial Velocity - New Business","12.00","1000","12.0000000000","","7/20/2021","Hannah Underhill","Inbound"
"Owl Venice","Owl Venice - Paid Social + Creative","Q3-2021","","Rapid Growth Brands - New Business","9.00","9310","9.0000000000","","7/22/2021","Jake Mehani","Channel Partner"
"Apricoat","Apricoat - Creative Services","Q3-2021","","Rapid Growth Brands - New Business","24.00","10000","24.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"Sproutt","Sproutt - Creative","Q3-2021","","Rapid Growth Brands - New Business","24.00","12500","24.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"ClearMD","Clear MD","Q3-2021","","Rapid Growth Brands - New Business","32.00","26999","32.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"Great Jones","Great Jones","Q3-2021","","Rapid Growth Brands - New Business","39.00","16293","39.0000000000","","7/23/2021","Jake Mehani","Channel Partner"
"Saint Art","Saint Art","Q3-2021","","Rapid Growth Brands - New Business","39.00","10000","39.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"Scotch Porter","Scotch Porter","Q3-2021","","Rapid Growth Brands - New Business","40.00","100","40.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"Liquid Death","Liquid Death","Q3-2021","","Rapid Growth Brands - New Business","44.00","1000","44.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"RedBud Brands","Redbud Brands - Sundaze","Q3-2021","","Rapid Growth Brands - New Business","57.00","20000","57.0000000000","","7/30/2021","Jake Mehani","Channel Partner"
"Drink Weird","Drink Weird","Q3-2021","","Rapid Growth Brands - New Business","57.00","1000","57.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"By Humankind","By Humankind","Q3-2021","","Rapid Growth Brands - New Business","60.00","20000","60.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"Modern Picnic","Modern Picnic - Paid Social","Q3-2021","","Rapid Growth Brands - New Business","129.00","10000","129.0000000000","","7/30/2021","Jake Mehani","Channel Partner"
"Sweetkick","Sweetkick","Q3-2021","","Rapid Growth Brands - New Business","163.00","10000","163.0000000000","","7/31/2021","Jake Mehani","Channel Partner"
"Healthy Up","Healthy Up","Q3-2021","","Rapid Growth Brands - New Business","24.00","15000","24.0000000000","","7/15/2021","Jake Mehani","Inbound"
"Dermala","Dermala","Q3-2021","","Rapid Growth Brands - New Business","44.00","12500","44.0000000000","","7/31/2021","Jake Mehani","Inbound"
"Aven","Aven - Creative","Q3-2021","","Rapid Growth Brands - New Business","31.00","11172","31.0000000000","","7/15/2021","Jake Mehani","Outbound"
"Promix Nutrition","Promix Nutrition","Q3-2021","","Rapid Growth Brands - New Business","38.00","15000","38.0000000000","","7/31/2021","Jake Mehani","Outbound"
"Set & Stones","Set & Stones Organic Social + Email","Q3-2021","","Brand Strategy - New Business","-2.00","4379","0.0000000000","","7/23/2021","Jeff Mason","Outbound"
"Great Lakes Gelatin","Great Lakes Gelatin-","Q3-2021","","Commercial Velocity - New Business","51.00","0","51.0000000000","","7/30/2021","Jenny Silva","Inbound"
"Woo","Woo-Affiliate","Q3-2021","","Brand Strategy - New Business","16.00","4000","16.0000000000","","7/14/2021","Kira Tirshfield","Channel Partner"
"Bonterra","Bonterra","Q3-2021","","Brand Strategy - New Business","7.00","10893","7.0000000000","","7/19/2021","Kira Tirshfield","Inbound"
"Rey","Rey","Q3-2021","","Brand Strategy - New Business","7.00","22065","7.0000000000","","7/22/2021","Kira Tirshfield","Inbound"
"Farmers Defense","Farmers Defense-","Q3-2021","","Brand Strategy - New Business","28.00","5000","28.0000000000","","7/1/2021","Kira Tirshfield","Inbound"
"ikoo","ikoo Amazon","Q3-2021","","Brand Strategy - New Business","0.00","9310","0.0000000000","","7/29/2021","Kira Tirshfield","Outbound"
"Bioelements","Bioelements-","Q3-2021","","Brand Strategy - New Business","24.00","5000","24.0000000000","","7/8/2021","Kira Tirshfield","Outbound"
"The Skinny Confidential","The Skinny Confidential-","Q3-2021","","Brand Strategy - New Business","46.00","5586","46.0000000000","","7/19/2021","Kira Tirshfield","Outbound"
"Wildpack Beverages","Wildpack Beverages-","Q3-2021","","Rapid Growth Brands - New Business","34.00","21053","34.0000000000","","7/26/2021","Matt Levitt","Inbound"
"Issuer Direct Corporation","Issuer Direct-","Q3-2021","","Rapid Growth Brands - New Business","35.00","17125","35.0000000000","","7/1/2021","Matt Levitt","Inbound"
"Digitalce Marketing Agency","Digitalce-","Q3-2021","","Rapid Growth Brands - New Business","38.00","1000","38.0000000000","","7/1/2021","Matt Levitt","Inbound"
"Atlantic Testing Services","Atlantic Testing Services-","Q3-2021","","Commercial Velocity - New Business","39.00","5000","39.0000000000","","7/31/2021","Matt Levitt","Inbound"
"Practice Catapult LLC","Practice Catapult LLC (OrthoCatapult SaaS)-","Q3-2021","","Rapid Growth Brands - New Business","42.00","0","42.0000000000","","7/15/2021","Matt Levitt","Inbound"
"Valmont Industries, Inc.","Valmont Industries, Inc.-","Q3-2021","","Rapid Growth Brands - New Business","44.00","1000","44.0000000000","","7/30/2021","Matt Levitt","Inbound"
"Liberty SBF Holdings LLC","Liberty SBF-","Q3-2021","","Rapid Growth Brands - New Business","46.00","1000","46.0000000000","","7/30/2021","Matt Levitt","Inbound"
"Kaila Alissa LLC / GmbH","Kaila Alissa LLC / GmbH-","Q3-2021","","Rapid Growth Brands - New Business","50.00","0","50.0000000000","","7/30/2021","Matt Levitt","Inbound"
"Hirect US","Hirect App-","Q3-2021","","Rapid Growth Brands - New Business","52.00","19110","52.0000000000","","7/15/2021","Matt Levitt","Inbound"
"Flashpoint","Flashpoint-","Q3-2021","","Rapid Growth Brands - New Business","64.00","1000","64.0000000000","","7/30/2021","Matt Levitt","Inbound"
"Style Lab","DNA Style-","Q3-2021","","Rapid Growth Brands - New Business","76.00","5000","76.0000000000","","7/31/2021","Matt Levitt","Inbound"
"Spytec GPS","Spytec-","Q3-2021","","Rapid Growth Brands - New Business","111.00","1000","111.0000000000","","7/31/2021","Matt Levitt","Outbound"
"Novatech","Novatech","Q3-2021","","Private Equity - Marketing Deal","322.00","30809","322.0000000000","","7/7/2021","Matt Levitt","Outbound"
"Charley St","Charley St-","Q3-2021","","Commercial Velocity - New Business","106.00","19110","106.0000000000","","7/2/2021","Pat Kreidler","Channel Partner"
"God Save Queens","god save queens-","Q3-2021","","Commercial Velocity - New Business","36.00","1000","36.0000000000","","7/2/2021","Pat Kreidler","Inbound"
"Hey Harper","Hey Harper Shop-","Q3-2021","","Commercial Velocity - New Business","37.00","0","37.0000000000","","7/1/2021","Pat Kreidler","Inbound"
"Qdoba Restaurant Corporation","Qdoba Mexican Eats-","Q3-2021","","Commercial Velocity - New Business","49.00","10940","49.0000000000","","7/1/2021","Pat Kreidler","Inbound"
"Trender USA","Trender USA-","Q3-2021","","Commercial Velocity - New Business","73.00","0","73.0000000000","","7/2/2021","Pat Kreidler","Inbound"
"Bulletproof","Bulletproof-","Q3-2021","","Commercial Velocity - New Business","77.00","20000","77.0000000000","","7/9/2021","Pat Kreidler","Inbound"
"Nielsen-Massey Vanillas","Nielson Massey-","Q3-2021","","Commercial Velocity - New Business","41.00","0","41.0000000000","","7/1/2021","Pat Kreidler","Outbound"
"Kiva.org","Kiva","Q3-2021","","Private Equity - Diligence","7.00","-3040","7.0000000000","","7/7/2021","Pierre Le Veaux","Channel Partner"
"Honey Baby Naturals","Honey Baby Audit Paid","Q3-2021","","Private Equity - Diligence","7.00","4696","7.0000000000","","7/14/2021","Pierre Le Veaux","Channel Partner"
"Shore Capital Partners LLC","Southern Veterinary Partners","Q3-2021","","Private Equity - Diligence","68.00","1","68.0000000000","","7/12/2021","Pierre Le Veaux","Channel Partner"
"Opya Inc","Opya","Q3-2021","","Private Equity - Marketing Deal","107.00","0","107.0000000000","","7/30/2021","Pierre Le Veaux","Channel Partner"
"MasterPeace","MasterPeace","Q3-2021","","Private Equity - Marketing Deal","165.00","7000","165.0000000000","","7/23/2021","Pierre Le Veaux","Channel Partner"
"Conscious Data Centers","Conscious Data Centers","Q3-2021","","Private Equity - Diligence","168.00","10000","168.0000000000","","7/22/2021","Pierre Le Veaux","Channel Partner"
"Carrus","Carrus","Q3-2021","","Private Equity - Diligence","0.00","17500","0.0000000000","","7/23/2021","Pierre Le Veaux","Other"
"Kohlberg & Company","Kohlberg (SavATree)","Q3-2021","","Private Equity - Diligence","1.00","14088","1.0000000000","","7/29/2021","Pierre Le Veaux","Outbound"
"Family Christian Center","Family Christian Center","Q3-2021","","Private Equity - Marketing Deal","1.00","27900","1.0000000000","","7/30/2021","Pierre Le Veaux","Outbound"
"Southern Sports Medicine Partners","Southern Sports Medicine Partners","Q3-2021","","Private Equity - Diligence","172.00","10000","172.0000000000","","7/30/2021","Pierre Le Veaux","Outbound"
"Suja Juice","Suja","Q3-2021","","Brand Strategy - New Business","-15.00","8000","0.0000000000","","7/1/2021","Sara Brooks","Channel Partner"
"Jenny Craig","Jenny Craig","Q3-2021","","Brand Strategy - New Business","0.00","5684","0.0000000000","","7/12/2021","Sara Brooks","Channel Partner"
"Jenny Craig","jenny craig","Q3-2021","","Brand Strategy - New Business","0.00","21687","0.0000000000","","7/30/2021","Sara Brooks","Other"
"Health Sense Ai - Braden Scale Licensing","Health Sense Ai - Braden Scale Licensing-","Q3-2021","","Commercial Velocity - New Business","57.00","50000","57.0000000000","","7/15/2021","Zac Kyle","Channel Partner"
"HD Nursing","HD Nursing-","Q3-2021","","Commercial Velocity - New Business","58.00","50000","58.0000000000","","7/15/2021","Zac Kyle","Channel Partner"
"Pumpkin Care","Pumpkin Care SEO","Q3-2021","","Commercial Velocity - New Business","73.00","10000","73.0000000000","","7/1/2021","Zac Kyle","Channel Partner"
"CrossNet","CrossNet-","Q3-2021","","Commercial Velocity - New Business","75.00","0","75.0000000000","","7/30/2021","Zac Kyle","Channel Partner"
"Mindshare Collaborative","Mindshare Collaborative","Q3-2021","","Commercial Velocity - New Business","139.00","24234","139.0000000000","","7/1/2021","Zac Kyle","Channel Partner"
"Stone Arch Group, LLC","Stone Arch Group-","Q3-2021","","Commercial Velocity - New Business","37.00","15000","37.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Tru Grit Fitness","Tru Grit Fitness-","Q3-2021","","Commercial Velocity - New Business","42.00","24353","42.0000000000","","7/22/2021","Zac Kyle","Inbound"
"Sprinter Health","Sprinter Health-","Q3-2021","","Commercial Velocity - New Business","44.00","10000","44.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Mosaic Foods","Mosaic Foods-","Q3-2021","","Commercial Velocity - New Business","46.00","5000","46.0000000000","","7/31/2021","Zac Kyle","Inbound"
"Guaranteed Rate","Guaranteed Rate Insurance-","Q3-2021","","Commercial Velocity - New Business","49.00","10000","49.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Los Angeles Marathon","McCourt Foundation-","Q3-2021","","Commercial Velocity - New Business","51.00","5000","51.0000000000","","7/30/2021","Zac Kyle","Inbound"
"Shop Basquet","Shop Basquet-","Q3-2021","","Commercial Velocity - New Business","52.00","20000","52.0000000000","","7/15/2021","Zac Kyle","Inbound"
"SpotOn","SpotOn-","Q3-2021","","Commercial Velocity - New Business","55.00","19110","55.0000000000","","7/1/2021","Zac Kyle","Inbound"
"Lee Kum Kee","Lee Kum Kee USA-","Q3-2021","","Commercial Velocity - New Business","57.00","13377","57.0000000000","","7/1/2021","Zac Kyle","Inbound"
"MOJO Sports Inc.","MOJO Sports-","Q3-2021","","Commercial Velocity - New Business","57.00","10000","57.0000000000","","7/1/2021","Zac Kyle","Inbound"
"Big River Services Deutschland GmbH","Not So Ape-","Q3-2021","","Commercial Velocity - New Business","57.00","10000","57.0000000000","","7/15/2021","Zac Kyle","Inbound"
"California Center for the Arts, Escondido","California Center for the Arts-","Q3-2021","","Commercial Velocity - New Business","60.00","10000","60.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Carbon Lighthouse","Carbon Lighthouse","Q3-2021","","Commercial Velocity - New Business","63.00","0","63.0000000000","","7/1/2021","Zac Kyle","Inbound"
"IRIS Software Group","Iris HR Consulting-","Q3-2021","","Commercial Velocity - New Business","64.00","5000","64.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Jungo","Jungo-","Q3-2021","","Commercial Velocity - New Business","64.00","10000","64.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Agent-Link","Agent-Link-","Q3-2021","","Commercial Velocity - New Business","67.00","5000","67.0000000000","","7/30/2021","Zac Kyle","Inbound"
"Connetics USA Nursing","Connetics USA-","Q3-2021","","Commercial Velocity - New Business","70.00","10000","70.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Grown Strong","Grown Strong-","Q3-2021","","Commercial Velocity - New Business","70.00","5000","70.0000000000","","7/30/2021","Zac Kyle","Inbound"
"Pesto","Pragli.com-","Q3-2021","","Commercial Velocity - New Business","74.00","2000","74.0000000000","","7/30/2021","Zac Kyle","Inbound"
"Justworks","Justworks-","Q3-2021","","Commercial Velocity - New Business","74.00","20000","74.0000000000","","7/31/2021","Zac Kyle","Inbound"
"Altissia","Altissia-","Q3-2021","","Commercial Velocity - New Business","75.00","5000","75.0000000000","","7/31/2021","Zac Kyle","Inbound"
"vPhrase Analytics Solutions","vPhrase Analytics Solutions","Q3-2021","","Commercial Velocity - New Business","76.00","10000","76.0000000000","","7/1/2021","Zac Kyle","Inbound"
"KimboCare","Kimbo Care-","Q3-2021","","Commercial Velocity - New Business","77.00","2000","77.0000000000","","7/30/2021","Zac Kyle","Inbound"
"Bounce Debt Relief","Bounce Debt Relief-","Q3-2021","","Commercial Velocity - New Business","79.00","5000","79.0000000000","","7/31/2021","Zac Kyle","Inbound"
"Whiteboard Risk & Insurance Solutions","Whiteboard Risk & Insurance Solutions-","Q3-2021","","Commercial Velocity - New Business","79.00","2000","79.0000000000","","7/31/2021","Zac Kyle","Inbound"
"Twism","Twism","Q3-2021","","Commercial Velocity - New Business","80.00","1000","80.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Avia Dental","Avia Dental-","Q3-2021","","Commercial Velocity - New Business","80.00","50000","80.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Mclean Intelligent Workforce","Mclean Intelligent Workforce-","Q3-2021","","Commercial Velocity - New Business","80.00","10000","80.0000000000","","7/31/2021","Zac Kyle","Inbound"
"AllenComm","AllenComm-","Q3-2021","","Commercial Velocity - New Business","81.00","0","81.0000000000","","7/31/2021","Zac Kyle","Inbound"
"UFC GYM","UFC GYM-","Q3-2021","","Commercial Velocity - New Business","84.00","15000","84.0000000000","","7/1/2021","Zac Kyle","Inbound"
"Yalwa GmbH","Yalwa-","Q3-2021","","Commercial Velocity - New Business","87.00","7500","87.0000000000","","7/31/2021","Zac Kyle","Inbound"
"NeilMed Pharmaceuticals","NeilMed Pharmaceuticals Inc.-","Q3-2021","","Commercial Velocity - New Business","94.00","15000","94.0000000000","","7/1/2021","Zac Kyle","Inbound"
"Kostynuik.com","Kostynuik.com-","Q3-2021","","Commercial Velocity - New Business","108.00","58188","108.0000000000","","7/15/2021","Zac Kyle","Inbound"
"Filmio","Filmio","Q3-2021","","Commercial Velocity - New Business","142.00","10000","142.0000000000","","7/2/2021","Zac Kyle","Inbound"
"Smart Compass","Smart Compass-","Q3-2021","","Commercial Velocity - New Business","51.00","12000","51.0000000000","","7/15/2021","Zac Kyle","Outbound"
"Omniscient","Omniscient","Q3-2021","","Commercial Velocity - New Business","83.00","10000","83.0000000000","","7/15/2021","Zac Kyle","Outbound"
"HOVER-1","HOVER-1-","Q3-2021","","Commercial Velocity - New Business","85.00","15000","85.0000000000","","7/15/2021","Zac Kyle","Outbound"
"Gino's Website","Gino's Website","Q3-2021","","Commercial Velocity - New Business","105.00","60000","105.0000000000","","7/1/2021","Zac Kyle","Outbound"
"Amazin'? Graze","Amazin' Graze-","Q3-2021","","Commercial Velocity - New Business","113.00","15000","113.0000000000","","7/15/2021","Zac Kyle","Outbound"
"Prolitec Inc.","Aera For Home-","Q3-2021","","Commercial Velocity - New Business","35.00","37702","35.0000000000","","8/27/2021","Alex Serna","Channel Partner"
"Alexa Kelley","Alexa Kelley-","Q3-2021","","Commercial Velocity - New Business","40.00","1000","40.0000000000","","8/1/2021","Alex Serna","Inbound"
"Alltech","Alltech","Q3-2021","","Commercial Velocity - New Business","49.00","2000","49.0000000000","","8/31/2021","Alex Serna","Inbound"
"Tooth & Nail Wine Co","Tooth & Nail Wine-","Q3-2021","","Commercial Velocity - New Business","52.00","12000","52.0000000000","","8/6/2021","Alex Serna","Inbound"
"The Joker Club","The Joker Club","Q3-2021","","Commercial Velocity - New Business","55.00","1000","55.0000000000","","8/31/2021","Alex Serna","Inbound"
"Black Girl Sunscreen","Black Girl Sunscreen-","Q3-2021","","Commercial Velocity - New Business","42.00","0","42.0000000000","","8/2/2021","Alex Serna","Outbound"
"11 Honoré","11 Honore","Q3-2021","","Rapid Growth Brands - New Business","-20.00","7000","0.0000000000","","8/10/2021","Ben Rogers","Channel Partner"
"11 Honoré","11 Honore","Q3-2021","","Rapid Growth Brands - New Business","9.00","13965","9.0000000000","","8/10/2021","Ben Rogers","Channel Partner"
"Life Walker","Life Walker","Q3-2021","","Commercial Velocity - New Business","132.00","5000","132.0000000000","","8/1/2021","Ben Rogers","Channel Partner"
"Walnut Creek HerbNJoy","HerbNJoy-","Q3-2021","","Rapid Growth Brands - New Business","1.00","1000","1.0000000000","","8/25/2021","Ben Rogers","Inbound"
"the morphing company","the morphing company-","Q3-2021","","Rapid Growth Brands - New Business","2.00","1000","2.0000000000","","8/26/2021","Ben Rogers","Inbound"
"DBMK LLC","DBMK LLC-","Q3-2021","","Commercial Velocity - New Business","4.00","1000","4.0000000000","","8/17/2021","Ben Rogers","Inbound"
"Nicole Frank TWE","Nicole Frank TWE","Q3-2021","","Commercial Velocity - New Business","25.00","1000","25.0000000000","","8/1/2021","Ben Rogers","Inbound"
"Ripl Efek","Ripl Efek","Q3-2021","","Commercial Velocity - New Business","25.00","15000","25.0000000000","","8/1/2021","Ben Rogers","Inbound"
"Omni Tax Help","Omni Tax Help-","Q3-2021","","Rapid Growth Brands - New Business","57.00","5000","57.0000000000","","8/12/2021","Ben Rogers","Inbound"
"Paramount Sleep","Paramount Sleep Comapny-","Q3-2021","","Commercial Velocity - New Business","70.00","1000","70.0000000000","","8/19/2021","Ben Rogers","Inbound"
"Northern Brewer","Northern Brewer-","Q3-2021","","Commercial Velocity - New Business","81.00","15000","81.0000000000","","8/1/2021","Ben Rogers","Inbound"
"SERINO","Everyday NYC-","Q3-2021","","Commercial Velocity - New Business","84.00","0","84.0000000000","","8/6/2021","Ben Rogers","Inbound"
"Swet Tailor","Swet Tailor-","Q3-2021","","Commercial Velocity - New Business","117.00","10000","117.0000000000","","8/1/2021","Ben Rogers","Inbound"
"Azure High School","Azure High School-","Q3-2021","","Commercial Velocity - New Business","77.00","0","77.0000000000","","8/6/2021","Ben Rogers","Outbound"
"Saturdays NYC","Saturdays NYC","Q3-2021","","Commercial Velocity - New Business","89.00","5000","89.0000000000","","8/2/2021","Ben Rogers","Outbound"
"The Plug Drink","The Plug","Q3-2021","","Commercial Velocity - New Business","173.00","1000","173.0000000000","","8/1/2021","Ben Rogers","Outbound"
"Greenstar Solar Group","Greenstar Solar","Q3-2021","","Rapid Growth Brands - New Business","186.00","7500","186.0000000000","","8/6/2021","Ben Rogers","Outbound"
"FreshRealm","FreshRealm","Q3-2021","","Commercial Velocity - New Business","40.00","50000","40.0000000000","","8/2/2021","Brittany Arnold","Channel Partner"
"Astarté Cosmetics Inc","Astarté Cosmetics Inc","Q3-2021","","Commercial Velocity - New Business","25.00","15000","25.0000000000","","8/1/2021","Brittany Arnold","Inbound"
"essential home remodeling","essential home remodeling-","Q3-2021","","Commercial Velocity - New Business","34.00","0","34.0000000000","","8/2/2021","Brittany Arnold","Inbound"
"La Jolla Skin Studio","La Jolla Skin Studio-","Q3-2021","","Commercial Velocity - New Business","33.00","0","33.0000000000","","8/2/2021","Brittany Arnold","Outbound"
"BYRD Hairdo Products","BYRD Hairdo Products-","Q3-2021","","Commercial Velocity - New Business","35.00","0","35.0000000000","","8/2/2021","Brittany Arnold","Outbound"
"Love Wellness","Love Wellness-","Q3-2021","","Commercial Velocity - New Business","49.00","0","49.0000000000","","8/2/2021","Brittany Arnold","Outbound"
"Sama","Sama Email","Q3-2021","","Rapid Growth Brands - New Business","-7.00","7712","0.0000000000","","8/15/2021","Connor Sanner","Channel Partner"
"Thin Optics","Thin Optics","Q3-2021","","Rapid Growth Brands - New Business","40.00","11405","40.0000000000","","8/20/2021","Connor Sanner","Channel Partner"
"Sama","Sama","Q3-2021","","Rapid Growth Brands - New Business","64.00","15362","64.0000000000","","8/18/2021","Connor Sanner","Channel Partner"
"quip.","Quip-","Q3-2021","","Rapid Growth Brands - New Business","98.00","93697","98.0000000000","","8/31/2021","Connor Sanner","Channel Partner"
"Sigma Beauty","Sigma Beauty","Q3-2021","","Brand Strategy - New Business","21.00","50000","21.0000000000","","8/2/2021","Connor Sanner","Outbound"
"Love Sweat Fitness","LoveSweatFitness","Q3-2021","","Brand Strategy - New Business","31.00","6689","31.0000000000","","8/9/2021","Connor Sanner","Outbound"
"Cove Hill Partners","Covehill CPOMS Assessment","Q3-2021","","Strategic Accounts - New Business","0.00","5580","0.0000000000","","8/23/2021","Corey Eulas","Channel Partner"
"Restoration Local","Restoration Local","Q3-2021","","Strategic Accounts - New Business","18.00","50000","18.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Chrono24 GmbH","Chrono24","Q3-2021","","Strategic Accounts - New Business","18.00","1000","18.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Inman News","Inman","Q3-2021","","Strategic Accounts - New Business","22.00","1000","22.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"LLC University","LLC University","Q3-2021","","Strategic Accounts - New Business","25.00","6904","25.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Gig Salad","GigSalad","Q3-2021","","Strategic Accounts - New Business","39.00","11141","39.0000000000","","8/20/2021","Corey Eulas","Channel Partner"
"Care/Of","Care/of","Q3-2021","","Strategic Accounts - New Business","46.00","1000","46.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"PeelAway","PeelAway","Q3-2021","","Strategic Accounts - New Business","46.00","1000","46.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"JDS Therapeutics LLC","BonafideHealth","Q3-2021","","Strategic Accounts - New Business","46.00","18480","46.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"JigSawTrading","JigSawTrading","Q3-2021","","Strategic Accounts - New Business","46.00","1000","46.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Tempo.fit","Tempo.Fit","Q3-2021","","Strategic Accounts - New Business","68.00","1000","68.0000000000","","8/1/2021","Corey Eulas","Channel Partner"
"EverNow","EverNow","Q3-2021","","Strategic Accounts - New Business","72.00","11327","72.0000000000","","8/1/2021","Corey Eulas","Channel Partner"
"Pvteyes","pvteyes","Q3-2021","","Strategic Accounts - New Business","77.00","1000","77.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Auraglow","Auraglow","Q3-2021","","Strategic Accounts - New Business","77.00","6757","77.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Carie","Carie","Q3-2021","","Strategic Accounts - New Business","448.00","5000","448.0000000000","","8/27/2021","Corey Eulas","Channel Partner"
"Dwellful","Dwellful","Q3-2021","","Strategic Accounts - New Business","14.00","14896","14.0000000000","","8/16/2021","Corey Eulas","Inbound"
"Compare The Market Australia","Compare The Market Australia","Q3-2021","","Strategic Accounts - New Business","67.00","5000","67.0000000000","","8/27/2021","Hannah Underhill","Inbound"
"Fountain","Fountain","Q3-2021","","Strategic Accounts - New Business","81.00","5000","81.0000000000","","8/27/2021","Hannah Underhill","Inbound"
"Verticale","Verticale - Paid Social, Creative, Paid Search","Q3-2021","","Rapid Growth Brands - New Business","28.00","1000","28.0000000000","","8/31/2021","Jake Mehani","Channel Partner"
"Upfront","Upfront","Q3-2021","","Rapid Growth Brands - New Business","33.00","15000","33.0000000000","","8/31/2021","Jake Mehani","Channel Partner"
"Cooks Venture","Cooks Venture","Q3-2021","","Rapid Growth Brands - New Business","45.00","10416","45.0000000000","","8/12/2021","Jake Mehani","Channel Partner"
"Trifecta Inc","Trifecta Nutrition - Paid Social","Q3-2021","","Rapid Growth Brands - New Business","53.00","15000","53.0000000000","","8/31/2021","Jake Mehani","Channel Partner"
"Pledge","Pledge","Q3-2021","","Rapid Growth Brands - New Business","59.00","1000","59.0000000000","","8/1/2021","Jake Mehani","Channel Partner"
"AF Ventures","AF Ventures","Q3-2021","","Rapid Growth Brands - New Business","99.00","1000","99.0000000000","","8/31/2021","Jake Mehani","Channel Partner"
"Willow Growth Partners","Willow Growth Partners","Q3-2021","","Rapid Growth Brands - New Business","111.00","1000","111.0000000000","","8/31/2021","Jake Mehani","Channel Partner"
"SCANDIBØRN LIMITED","Scandiborn","Q3-2021","","Rapid Growth Brands - New Business","160.00","15000","160.0000000000","","8/1/2021","Jake Mehani","Channel Partner"
"TaoBase, Inc","TaoBase","Q3-2021","","Commercial Velocity - New Business","25.00","15000","25.0000000000","","8/1/2021","Jake Mehani","Inbound"
"Winston Pies","Winston Pies","Q3-2021","","Rapid Growth Brands - New Business","41.00","1000","41.0000000000","","8/31/2021","Jake Mehani","Inbound"
"Bloch World","Bloch World","Q3-2021","","Rapid Growth Brands - New Business","70.00","15000","70.0000000000","","8/31/2021","Jake Mehani","Inbound"
"Icebreaker","Icebreaker","Q3-2021","","Rapid Growth Brands - New Business","82.00","15000","82.0000000000","","8/31/2021","Jake Mehani","Inbound"
"Plant Camp","Plant Camp","Q3-2021","","Rapid Growth Brands - New Business","130.00","7500","130.0000000000","","8/31/2021","Jake Mehani","Inbound"
"Tucasa","Tucasa","Q3-2021","","Rapid Growth Brands - New Business","36.00","1000","36.0000000000","","8/31/2021","Jake Mehani","Other"
"Every Mother","Every Mother","Q3-2021","","Rapid Growth Brands - New Business","19.00","4650","19.0000000000","","8/31/2021","Jake Mehani","Outbound"
"3xT","Team 3xT GA Project","Q3-2021","","Commercial Velocity - New Business","-1.00","1250","0.0000000000","","8/23/2021","Jeff Mason","Outbound"
"Bokksu","Booksu-","Q3-2021","","Commercial Velocity - New Business","142.00","0","142.0000000000","","8/1/2021","Jenny Silva","Channel Partner"
"In Good Taste","In Good Taste-","Q3-2021","","Commercial Velocity - New Business","112.00","0","112.0000000000","","8/13/2021","Jenny Silva","Inbound"
"good culture","Good Culture","Q3-2021","","Commercial Velocity - New Business","95.00","10000","95.0000000000","","8/6/2021","Jenny Silva","Outbound"
"JOJO's Chocolate","JOJO's Chocolate","Q3-2021","","Brand Strategy - New Business","18.00","10000","213.0000000000","","8/2/2021","Kelsey BOSman","Channel Partner"
"Fig - Food Is Good","FIG","Q3-2021","","Brand Strategy - New Business","20.00","15000","202.0000000000","","8/15/2021","Kelsey BOSman","Channel Partner"
"Sea to Table","Sea2Table-","Q3-2021","","Brand Strategy - New Business","89.00","10000","89.0000000000","","8/31/2021","Kira Tirshfield","Channel Partner"
