"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Stage","Lead Source","Annual Revenue","Industry","Contact: Title","Close Date","Opportunity Owner","Lead Source Category"
"Buyerson","Buyerson-","Q3-2021","","Rapid Growth Brands - New Business","69.00","1000","69.0000000000","","Disqualified","Clutch","","Software/Technology","Founder","9/30/2021","Matt Levitt","Inbound"
"Bitcentral","Bitcentral-","Q3-2021","","Rapid Growth Brands - New Business","69.00","1000","69.0000000000","","Disqualified","Clutch","10000000","Software/Technology","Marketing Director","9/30/2021","Matt Levitt","Inbound"
"Rapid Phone Center","Rapid Phone Center-","Q3-2021","","Rapid Growth Brands - New Business","69.00","0","69.0000000000","","Disqualified","Clutch","","","VP of Sales","9/30/2021","Matt Levitt","Inbound"
"Acenda","Acenda","Q3-2021","","Rapid Growth Brands - New Business","70.00","1000","70.0000000000","","Disqualified","Website","425000","Software/Technology","","9/15/2021","Matt Levitt","Inbound"
"SoyDigi","SoyDigi-","Q3-2021","","Rapid Growth Brands - New Business","70.00","1000","70.0000000000","","Disqualified","Clutch","","","","9/30/2021","Matt Levitt","Inbound"
"Knox Financial","Knox Financial-","Q3-2021","","Rapid Growth Brands - New Business","77.00","1000","77.0000000000","","Disqualified","Website","900000","Consumer Finance","VP of Marketing","9/30/2021","Matt Levitt","Inbound"
"Wurl","Wurl","Q3-2021","","Rapid Growth Brands - New Business","77.00","1000","77.0000000000","","AE Nurture","Website","16192000","Software/Technology","","9/30/2021","Matt Levitt","Inbound"
"Social Finance, Inc.","SoFi-RFP","Q3-2021","","Rapid Growth Brands - New Business","79.00","1000","79.0000000000","","Disqualified","Website","1000000000","Consumer Finance","Procurement Operations","9/30/2021","Matt Levitt","Inbound"
"EfficientIP","EfficientIP-","Q3-2021","","Rapid Growth Brands - New Business","82.00","82173","82.0000000000","","Closed Lost","Website","50000000","Software/Technology","","9/13/2021","Matt Levitt","Inbound"
"Werx Medical","Werx Medical","Q3-2021","","Rapid Growth Brands - New Business","13.00","1000","13.0000000000","","Disqualified","Employee Referral","","Retail","","9/1/2021","Matt Levitt","Outbound"
"AutoVitals","AutoVitals-","Q3-2021","","Rapid Growth Brands - New Business","66.00","1000","66.0000000000","","AE Nurture","Employee Referral","4420000","Computer Software","Vice President, Sales","9/30/2021","Matt Levitt","Outbound"
"Somewear Labs","Somewear Labs-","Q3-2021","","Rapid Growth Brands - New Business","76.00","0","76.0000000000","","Disqualified","Employee Referral","1000000","Electronics","Marketing Manager","9/30/2021","Matt Levitt","Outbound"
"OSlash","OSlash","Q3-2021","","Commercial Velocity - New Business","41.00","10000","41.0000000000","","AE Nurture","Referral Partner","","","","9/15/2021","Mike Iaco","Channel Partner"
"Qapital","Qapital","Q3-2021","","Commercial Velocity - New Business","42.00","9555","42.0000000000","","Closed Won","Referral Partner","12000000","Computer Software","","9/16/2021","Mike Iaco","Channel Partner"
"Immunify Life","Immunify","Q3-2021","","Commercial Velocity - New Business","62.00","1000","62.0000000000","","Disqualified","Referral Partner","","Unknown","","9/1/2021","Mike Iaco","Channel Partner"
"Beyond Next","Beyond Next-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","Disqualified","Website","","Baby","","9/2/2021","Mike Iaco","Inbound"
"Hippo Cash","Hippo Cash-","Q3-2021","","Commercial Velocity - New Business","2.00","1000","2.0000000000","","Disqualified","Website","","Business Finance","","9/29/2021","Mike Iaco","Inbound"
"LeadVision","LeadVision-","Q3-2021","","Commercial Velocity - New Business","4.00","1000","4.0000000000","","Disqualified","The Manifest","10000000","Home Services","Business Development Analyst","9/21/2021","Mike Iaco","Inbound"
"Riverstone","Riverstone-","Q3-2021","","Commercial Velocity - New Business","22.00","1000","22.0000000000","","Disqualified","Website","","Real Estate","","9/29/2021","Mike Iaco","Inbound"
"BlueSky Wealth Advisors","BlueSky Wealth Advisors-","Q3-2021","","Commercial Velocity - New Business","31.00","1000","31.0000000000","8/31/2021 9:57 AM","AE Nurture","Website","25267000","Consumer Finance","Chief Of Staff","9/10/2021","Mike Iaco","Inbound"
"Endex","Endex-","Q3-2021","","Commercial Velocity - New Business","37.00","1000","37.0000000000","","SDR Nurture","Clutch","","Consumer Finance","Chief Executive Officer","9/30/2021","Mike Iaco","Inbound"
"Sizigi","Sizigi-","Q3-2021","","Commercial Velocity - New Business","59.00","1000","59.0000000000","","AE Nurture","Website","","Real Estate","Founder & CEO","9/30/2021","Mike Iaco","Inbound"
"Enchanting Times","Enchant Christmas 2021 holiday campaign","Q3-2021","","Commercial Velocity - New Business","13.00","23684","13.0000000000","","Closed Won","Employee Referral","4701000","Hospitality","","9/9/2021","Mike Iaco","Outbound"
"Badgr","Badgr","Q3-2021","","Commercial Velocity - New Business","28.00","11260","28.0000000000","","Closed Won","Employee Referral","","","","9/15/2021","Mike Iaco","Outbound"
"NutriBullet","Nutribullet","Q3-2021","","Commercial Velocity - New Business","43.00","12000","43.0000000000","9/1/2021 10:52 AM","Closed Lost","Employee Referral","5940000","","","9/30/2021","Mike Iaco","Outbound"
"Lunchbox","Lunchbox.io - Paid Acquisition Channels","Q3-2021","","Commercial Velocity - New Business","14.00","16100","14.0000000000","9/2/2021 7:40 AM","Closed Won","Referral Partner","35000000","Software/Technology","","9/16/2021","Pat Kreidler","Channel Partner"
"QUINN","Quinn Snacks","Q3-2021","","Commercial Velocity - New Business","78.00","95428","78.0000000000","","AE Nurture","Current Client","1500000","Food/Beverage","","9/15/2021","Pat Kreidler","Channel Partner"
"SKECH","proxaMAMA-","Q3-2021","","Commercial Velocity - New Business","113.00","49941","113.0000000000","","AE Nurture","Referral Partner","5466000","Baby","","9/15/2021","Pat Kreidler","Channel Partner"
"Kari Gran","Kari Gran-","Q3-2021","","Commercial Velocity - New Business","194.00","16244","194.0000000000","","Closed Won","Referral Partner","","Beauty","","9/28/2021","Pat Kreidler","Channel Partner"
"Epic Games","Epic Games-","Q3-2021","","Commercial Velocity - New Business","27.00","1000","27.0000000000","","AE Nurture","The Manifest","5100000000","Software/Technology","Senior Director of Marketing, Unreal Engine","9/30/2021","Pat Kreidler","Inbound"
"QUINN","Quinn Snacks-","Q3-2021","","Commercial Velocity - New Business","91.00","23888","91.0000000000","","AE Nurture","Website","1500000","Food/Beverage","VP of Marketing","9/15/2021","Pat Kreidler","Inbound"
"Humble Nut Butter","Humble Nut Butter-","Q3-2021","","Commercial Velocity - New Business","77.00","1000","77.0000000000","","SDR Nurture","SDR Outbound","","Food/Beverage","Co-Founder / CEO","9/30/2021","Pat Kreidler","Outbound"
"Beckon Ice Cream","Beckon Ice Cream-","Q3-2021","","Commercial Velocity - New Business","77.00","1000","77.0000000000","","Disqualified","SDR Outbound","","Food/Beverage","Brand Marketing Manager","9/30/2021","Pat Kreidler","Outbound"
"Arcade Belt Co.","Arcade Belts-","Q3-2021","","Commercial Velocity - New Business","86.00","38220","86.0000000000","","AE Nurture","Employee Referral","30466000","Apparel","Co-Founder & CEO","9/1/2021","Pat Kreidler","Outbound"
"Maison 276","Maison276","Q3-2021","","Private Equity - Diligence","-26.00","6568","0.0000000000","","Closed Won","Outbound","191000","Beauty","","9/1/2021","Pierre Le Veaux","Outbound"
"Misen","Misen","Q3-2021","","Private Equity - Diligence","4.00","14075","4.0000000000","","SDR Nurture","Outbound","968000","Accessories","","9/13/2021","Pierre Le Veaux","Outbound"
"Dolls Kill","Dolls Kill","Q3-2021","","Private Equity - Marketing Deal","9.00","22553","9.0000000000","8/31/2021 2:35 PM","Closed Won","Outbound","50000000","Apparel","","9/9/2021","Pierre Le Veaux","Outbound"
"Datavest","Datavest Retainer","Q3-2021","","Private Equity - Diligence","75.00","14075","75.0000000000","","Closed Won","Employee Referral","","","","9/20/2021","Pierre Le Veaux","Outbound"
"Gloss Moderne","Gloss Moderne-","Q3-2021","","Brand Strategy - New Business","13.00","10000","13.0000000000","","AE Nurture","Referral Partner","1000000","Beauty","","9/30/2021","Sara Brooks","Channel Partner"
"Grounded Foods","Grounded Foods-","Q3-2021","","Brand Strategy - New Business","31.00","10000","31.0000000000","","Disqualified","Referral Partner","","Food/Beverage","","9/30/2021","Sara Brooks","Channel Partner"
"Lotic.ai, LLC","Lotic-","Q3-2021","","Brand Strategy - New Business","79.00","0","79.0000000000","","Disqualified","Current Client","","Software/Technology","Co-Founder, Chief Experience Officer","9/30/2021","Sara Brooks","Channel Partner"
"Riverence","Riverence","Q3-2021","","Brand Strategy - New Business","33.00","19000","33.0000000000","","AE Nurture","Website","1000000","Food/Beverage","","9/15/2021","Sara Brooks","Inbound"
"Hyphra","Hyphra","Q3-2021","","Brand Strategy - New Business","58.00","1000","58.0000000000","","Disqualified","","10000000","","","9/30/2021","Sara Brooks","Other"
"Sambazon","Sambazon-","Q3-2021","","Brand Strategy - New Business","0.00","53474","0.0000000000","","Closed Won","Employee Referral","57310000","Food/Beverage","Senior Manager, Integrated Marketing","9/9/2021","Sara Brooks","Outbound"
"HVMN","HVMN-","Q3-2021","","Brand Strategy - New Business","6.00","1000","6.0000000000","12/7/2021 12:31 PM","Disqualified","Employee Referral","4582000","Health/Wellness","CEO & Co-Founder","9/30/2021","Sara Brooks","Outbound"
"Graza","Graza-","Q3-2021","","Brand Strategy - New Business","99.00","12000","99.0000000000","","Closed Won","Employee Referral","","Food/Beverage","CEO / Founder","9/29/2021","Sara Brooks","Outbound"
"Mavis Tires","Mavis Tires-","Q3-2021","","Commercial Velocity - New Business","50.00","62108","50.0000000000","","Closed Lost","Referral Partner","1000000000","Automotive","","9/1/2021","Zac Kyle","Channel Partner"
"Source Intelligence","Source Intelligence-","Q3-2021","","Commercial Velocity - New Business","0.00","0","0.0000000000","","Disqualified","Website","50000000","Software/Technology","Marketing Manager","9/17/2021","Zac Kyle","Inbound"
"Ebike Essentials","Ebike Essentials-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","Disqualified","Clutch","","Automotive","","9/28/2021","Zac Kyle","Inbound"
"ShredLights","ShredLights-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","Disqualified","Website","10000000","Automotive","CEO","9/29/2021","Zac Kyle","Inbound"
"Sesh","Sesh-","Q3-2021","","Commercial Velocity - New Business","4.00","1000","4.0000000000","","Disqualified","Covet - Website Lead","","Software/Technology","Founder, CEO","9/14/2021","Zac Kyle","Inbound"
"Modern Fit","Modern Fit-","Q3-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","Disqualified","Website","","Fitness","","9/16/2021","Zac Kyle","Inbound"
"Stanley Black & Decker","Stanley Black & Decker-","Q3-2021","","Commercial Velocity - New Business","15.00","1000","15.0000000000","","Disqualified","Covet - Website Lead","1000000000","Manufacturing","Senior Public Relations Manager","9/16/2021","Zac Kyle","Inbound"
"Pro Workout Trainer","Pro Workout Trainer-","Q3-2021","","Commercial Velocity - New Business","17.00","1000","17.0000000000","","Disqualified","Clutch","","Fitness","","9/10/2021","Zac Kyle","Inbound"
"KORTX","KORTX-","Q3-2021","","Commercial Velocity - New Business","20.00","1000","20.0000000000","","Disqualified","Website","10000000","Software/Technology","Co-Founder & Managing Partner","9/14/2021","Zac Kyle","Inbound"
"Re-Plate Inc.","Replate-","Q3-2021","","Commercial Velocity - New Business","22.00","11460","22.0000000000","9/2/2021 3:22 PM","Closed Won","Website","10000000","Non-Profit","","9/16/2021","Zac Kyle","Inbound"
"MyFitnessPal","MyFitnessPal-","Q3-2021","","Commercial Velocity - New Business","25.00","65131","25.0000000000","8/26/2021 1:24 PM","Closed Won","Website","128000000","Fitness","Senior Marketing Manager","9/14/2021","Zac Kyle","Inbound"
"Woo Wang Dental","Woo Wang Dental-","Q3-2021","","Commercial Velocity - New Business","41.00","1000","41.0000000000","","Disqualified","Website","10000000","Healthcare","","9/1/2021","Zac Kyle","Inbound"
"LX Medical","LX Medical-","Q3-2021","","Commercial Velocity - New Business","50.00","5000","50.0000000000","","Disqualified","Website","","Healthcare","Co-Founder","9/30/2021","Zac Kyle","Inbound"
"THE VITAMIN SHOPPE","The Vitamin Shoppe","Q3-2021","","Commercial Velocity - New Business","56.00","10000","56.0000000000","","AE Nurture","Website","1035964000","Retail","","9/1/2021","Zac Kyle","Inbound"
"sweat yoga","sweat yoga-","Q3-2021","","Commercial Velocity - New Business","56.00","1000","56.0000000000","","SDR Nurture","The Manifest","1513000","Fitness","","9/29/2021","Zac Kyle","Inbound"
"Honest1 Auto Care","Honest1 Auto Care-","Q3-2021","","Commercial Velocity - New Business","56.00","1000","56.0000000000","","Disqualified","Website","10000000","Automotive","Marketing Manager","9/30/2021","Zac Kyle","Inbound"
"UC San Diego Health","UC San Diego Health-","Q3-2021","","Commercial Velocity - New Business","59.00","1000","59.0000000000","","Disqualified","Website","1000000000","Healthcare","Program Coordinator","9/30/2021","Zac Kyle","Inbound"
"Timeshare Defense Attorneys","Timeshare Defense Attorneys","Q3-2021","","Commercial Velocity - New Business","62.00","0","62.0000000000","","Disqualified","The Manifest","10000000","Real Estate","","9/30/2021","Zac Kyle","Inbound"
"Sahara Dental Center","Sahara Dental-","Q3-2021","","Commercial Velocity - New Business","62.00","1000","62.0000000000","","Disqualified","Website","1000000","Hospital & Health Care","Marketing Director","9/30/2021","Zac Kyle","Inbound"
"Anytime Doc","Anytime Doc, Inc-","Q3-2021","","Commercial Velocity - New Business","73.00","1000","73.0000000000","","Disqualified","Website","","Healthcare","","9/30/2021","Zac Kyle","Inbound"
"WW AUNZ (formerly Weight Watchers)","WW, International-","Q3-2021","","Commercial Velocity - New Business","77.00","0","77.0000000000","","Disqualified","Covet - Website Lead","1000000000","Health/Wellness","Chief Member","9/30/2021","Zac Kyle","Inbound"
"Bloom Dental Group","Bloom Dental Group-","Q3-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","Disqualified","Clutch","","Healthcare","","9/30/2021","Zac Kyle","Inbound"
"Unveiled Worldwide","Unveiled Worldwide-","Q3-2021","","Commercial Velocity - New Business","96.00","2000","96.0000000000","","Disqualified","Clutch","","Non-Profit","","9/1/2021","Zac Kyle","Inbound"
"Segway Inc","Segway Inc-","Q3-2021","","Commercial Velocity - New Business","158.00","33679","158.0000000000","","Closed Lost","Website","","Automotive","","9/24/2021","Zac Kyle","Inbound"
"Pursuant","Pursuant-","Q3-2021","","Commercial Velocity - New Business","17.00","1000","17.0000000000","","Disqualified","Employee Referral","26551000","Non-Profit","VP, Marketing & Communications","9/27/2021","Zac Kyle","Outbound"
"Aria (Res Med)","Aria (Res Med)-","Q3-2021","","Commercial Velocity - New Business","27.00","17246","27.0000000000","8/26/2021 1:24 PM","Closed Lost","Employee Referral","","Healthcare","Sr. Marketing Manager","9/16/2021","Zac Kyle","Outbound"
"The Prehab Guys","The Prehab Guys-","Q3-2021","","Commercial Velocity - New Business","37.00","1000","37.0000000000","","Disqualified","Employee Referral","929000","Healthcare","Co-Founder","9/30/2021","Zac Kyle","Outbound"
"9am.health","9 AM Health-","Q3-2021","","Commercial Velocity - New Business","39.00","1000","39.0000000000","","Disqualified","Employee Referral","37351000","Healthcare","Head of Patient Care Advocacy","9/7/2021","Zac Kyle","Outbound"
"Adamson Ahdoot LLP","Adamson Ahdoot LLP - Web Dev","Q3-2021","","Commercial Velocity - New Business","61.00","67150","61.0000000000","","Closed Lost","Employee Referral","1000000","Legal","","9/1/2021","Zac Kyle","Outbound"
"TOOTRiS","TOOTRiS-","Q3-2021","","Commercial Velocity - New Business","66.00","1000","66.0000000000","","Disqualified","Employee Referral","","Healthcare","Chief Data Officer","9/30/2021","Zac Kyle","Outbound"
"Scripps Health","Scripps Health-","Q3-2021","","Commercial Velocity - New Business","100.00","5733","100.0000000000","","Closed Lost","Employee Referral","","Healthcare","","9/1/2021","Zac Kyle","Outbound"
"DermTech","DermTech-","Q3-2021","","Commercial Velocity - New Business","112.00","15000","112.0000000000","","SDR Nurture","Employee Referral","","Healthcare","Director, Digital Marketing","9/1/2021","Zac Kyle","Outbound"
"Bristle","Bristle Health-","Q3-2021","","Commercial Velocity - New Business","192.00","0","192.0000000000","","SDR Nurture","SDR Outbound","","Health/Wellness","CEO & Co-Founder","9/30/2021","Zac Kyle","Outbound"
"United Dwelling","United Dwelling-","Q3-2021","","Commercial Velocity - New Business","237.00","20000","237.0000000000","","AE Nurture","Employee Referral","","Home Services","","9/30/2021","Zac Kyle","Outbound"
"Clio Snacks","Clio","Q4-2021","","Brand Strategy - New Business","31.00","18879","31.0000000000","","Closed Won","Outbound","5681000","Grocery Retail","","10/29/2021","Alexa Engelhart","Outbound"
"Crafthouse Cocktails","Crafthouse Cocktails-","Q4-2021","","Commercial Velocity - New Business","45.00","1000","45.0000000000","","Disqualified","Referral Partner","10000000","Food/Beverage","Board Member","10/29/2021","Alex Serna","Channel Partner"
"Stork","Stork-","Q4-2021","","Commercial Velocity - New Business","100.00","5000","100.0000000000","","AE Nurture","Current Client","","","","10/31/2021","Alex Serna","Channel Partner"
"Cheekbone Beauty Cosmetics INC","Cheekbone Beauty Cosmetics INC-","Q4-2021","","Commercial Velocity - New Business","1.00","10000","1.0000000000","","Disqualified","The Manifest","","Beauty","Founder and CEO","10/20/2021","Alex Serna","Inbound"
"KCR CONSULTING LIMITED","RAF FIVE-","Q4-2021","","Commercial Velocity - New Business","6.00","1000","6.0000000000","","Disqualified","The Manifest","","CBD","Vice President Marketing","10/11/2021","Alex Serna","Inbound"
"Greene Music & Music Exchange","Greene Music & Music Exchange-","Q4-2021","","Commercial Velocity - New Business","6.00","1000","6.0000000000","","Disqualified","Website","10000000","Entertainment","Marketing & Webmaster","10/11/2021","Alex Serna","Inbound"
"Blue & Yellow Project","Blue and Yellow Project-","Q4-2021","","Commercial Velocity - New Business","14.00","3247","14.0000000000","10/13/2021 11:41 AM","Closed Won","Website","","Apparel","","10/26/2021","Alex Serna","Inbound"
"Lizush","Lizush-","Q4-2021","","Commercial Velocity - New Business","38.00","17508","38.0000000000","9/8/2021 6:00 PM","AE Nurture","Website","","Beauty","","10/1/2021","Alex Serna","Inbound"
"House work","Housework-","Q4-2021","","Commercial Velocity - New Business","63.00","1000","63.0000000000","","Disqualified","Website","","Home/Personal Products","","10/15/2021","Alex Serna","Inbound"
"Warmies","Warmies-","Q4-2021","","Commercial Velocity - New Business","69.00","9359","69.0000000000","9/2/2021 3:22 PM","Closed Lost","Website","","Baby","","10/4/2021","Alex Serna","Inbound"
"Aria Vents Inc.","Aria Vents Inc.-","Q4-2021","","Commercial Velocity - New Business","74.00","1000","74.0000000000","","Disqualified","Website","","Home/Personal Products","Chief Operations Officer","10/31/2021","Alex Serna","Inbound"
"Little Yawn Collective","Little Yawn Collective-","Q4-2021","","Commercial Velocity - New Business","95.00","23262","95.0000000000","8/24/2021 9:17 AM","Closed Won","Website","","Baby","Global Brand Director - eRB New Brands Team","10/26/2021","Alex Serna","Inbound"
"Jamie Kay","Jamie Kay","Q4-2021","","Commercial Velocity - New Business","108.00","28474","108.0000000000","","AE Nurture","Website","1000000","Baby","","10/31/2021","Alex Serna","Inbound"
"Moxxii Consulting","Lana Unlimited","Q4-2021","","Commercial Velocity - New Business","134.00","28569","134.0000000000","","AE Nurture","Website","10000000","Apparel","","10/21/2021","Alex Serna","Inbound"
"AquaLounge","AquaLounge","Q4-2021","","Commercial Velocity - New Business","632.00","5000","747.0000000000","","On Hold","Website","","","","10/21/2021","Alex Serna","Inbound"
"Arrae","Arrae-","Q4-2021","","Commercial Velocity - New Business","51.00","0","51.0000000000","10/5/2021 7:34 AM","AE Nurture","SDR Outbound","3760000","Health/Wellness","Co-Founder","10/31/2021","Alex Serna","Outbound"
"Stash Monkey","Stash Monkey-","Q4-2021","","Commercial Velocity - New Business","8.00","1000","8.0000000000","","Disqualified","Referral Partner","","CBD","CEO and Founder","10/8/2021","Ben Rogers","Channel Partner"
"Revo","Revo-","Q4-2021","","Commercial Velocity - New Business","23.00","11160","23.0000000000","10/11/2021 1:58 PM","Closed Won","Referral Partner","2287000","Home/Personal Products","Vice President, Marketing & Communications - Revo Sunglasses","10/29/2021","Ben Rogers","Channel Partner"
"Wolf & Shepherd","Wolf & Shepherd-","Q4-2021","","Rapid Growth Brands - New Business","25.00","8945","25.0000000000","10/6/2021 8:18 PM","Closed Won","Referral Partner","4883000","Apparel","President + Co-Founder","10/22/2021","Ben Rogers","Channel Partner"
"BANGS Shoes","BANGS Shoes-","Q4-2021","","Rapid Growth Brands - New Business","29.00","10000","29.0000000000","","Disqualified","Referral Partner","1000000","Apparel","Founder and President","10/13/2021","Ben Rogers","Channel Partner"
"San Diego Hat Company","San Diego Hat Company-","Q4-2021","","Rapid Growth Brands - New Business","5.00","1000","5.0000000000","","Disqualified","Website","2865000","Accessories","","10/4/2021","Ben Rogers","Inbound"
"Grey State Apparel","Grey State Apparel-","Q4-2021","","Commercial Velocity - New Business","10.00","1000","10.0000000000","","Disqualified","Website","1000000","Apparel","Senior Social Media Marketing Coordinator","10/8/2021","Ben Rogers","Inbound"
"Idea Nest","Idea Nest (Famous In Real Life and Allegiant Goods Co.)-","Q4-2021","","Commercial Velocity - New Business","20.00","26167","20.0000000000","10/11/2021 1:57 PM","Closed Won","Website","950000","Apparel","Founder","10/26/2021","Ben Rogers","Inbound"
"Snibbs","Snibbs Footwear-","Q4-2021","","Rapid Growth Brands - New Business","38.00","10000","38.0000000000","10/25/2021 12:56 PM","Disqualified","Website","","Apparel","VP of Growth","10/24/2021","Ben Rogers","Inbound"
"About Face","About Face-","Q4-2021","","Rapid Growth Brands - New Business","38.00","17668","38.0000000000","","Closed Lost","Website","10000000","Beauty","","10/29/2021","Ben Rogers","Inbound"
"Pilgrim","Pilgrim-","Q4-2021","","Commercial Velocity - New Business","49.00","1000","49.0000000000","","AE Nurture","Website","","Beauty","","10/1/2021","Ben Rogers","Inbound"
"Top Shelf, Inc.","Top Shelf, Inc.-","Q4-2021","","Rapid Growth Brands - New Business","49.00","7000","49.0000000000","8/27/2021 12:55 PM","AE Nurture","The Manifest","","Food/Beverage","","10/13/2021","Ben Rogers","Inbound"
"Kay Unger Phoebe Enterprises","Kay Unger-","Q4-2021","","Rapid Growth Brands - New Business","57.00","15000","57.0000000000","8/19/2021 1:45 PM","AE Nurture","Website","12153000","Apparel","VP eCommerce","10/15/2021","Ben Rogers","Inbound"
"Imogene + Willie","Imogene + Willie","Q4-2021","","Commercial Velocity - New Business","66.00","20000","66.0000000000","8/30/2021 3:53 PM","AE Nurture","Website","5911000","Retail","","10/15/2021","Ben Rogers","Inbound"
"JS Group","Halston","Q4-2021","","Rapid Growth Brands - New Business","79.00","15000","79.0000000000","8/19/2021 1:25 PM","AE Nurture","Website","","Apparel","","10/15/2021","Ben Rogers","Inbound"
"Conscious Step","Conscious Step-","Q4-2021","","Rapid Growth Brands - New Business","88.00","25000","88.0000000000","10/5/2021 8:21 AM","AE Nurture","Website","1000000","Apparel","Founder and Chief Executive Officer","10/15/2021","Ben Rogers","Inbound"
"Anne Cole Collection","Anne Cole-","Q4-2021","","Rapid Growth Brands - New Business","165.00","27789","165.0000000000","","AE Nurture","Website","","Apparel","Owner","10/4/2021","Ben Rogers","Inbound"
"For Bare Feet","For Bare Feet-","Q4-2021","","Commercial Velocity - New Business","3.00","46917","3.0000000000","","Closed Won","Employee Referral","21900000","Apparel","Director of Marketing","10/21/2021","Ben Rogers","Outbound"
"TaDah Foods","TaDah Foods-","Q4-2021","","Commercial Velocity - New Business","9.00","1000","9.0000000000","","Disqualified","SDR Outbound","4504000","Food/Beverage","Founder & Managing Partner","10/8/2021","Ben Rogers","Outbound"
"Recovery 2.0","Recovery 2.0","Q4-2021","","Commercial Velocity - New Business","10.00","1000","10.0000000000","","Disqualified","Employee Referral","4426000","Health/Wellness","","10/8/2021","Ben Rogers","Outbound"
"Elyse Walker","Elyse Walker-","Q4-2021","","Rapid Growth Brands - New Business","29.00","1000","29.0000000000","9/21/2021 8:13 AM","Closed Lost","Employee Referral","10000000","Apparel","","10/14/2021","Ben Rogers","Outbound"
"MaryRuth Organics","MaryRuth Organics-","Q4-2021","","Rapid Growth Brands - New Business","59.00","1000","59.0000000000","","AE Nurture","Outbound","","Food/Beverage","Chief Growth Officer","10/1/2021","Ben Rogers","Outbound"
"SweetWater Brewing Company","Sweetwater Brewing Co-","Q4-2021","","Rapid Growth Brands - New Business","91.00","36542","91.0000000000","","AE Nurture","SDR Outbound","66600000","Food/Beverage","Digital Marketing Manager","10/1/2021","Ben Rogers","Outbound"
"ARTIFOX","ARTIFOX-","Q4-2021","","Rapid Growth Brands - New Business","181.00","7440","181.0000000000","9/10/2021 2:07 PM","AE Nurture","SDR Outbound","1000000","Home/Personal Products","Brand Manager","10/28/2021","Ben Rogers","Outbound"
"Andjou Cosmetics","Andjou Cosmetics-","Q4-2021","","Commercial Velocity - New Business","42.00","1000","42.0000000000","","Disqualified","Clutch","","Beauty","Co-founder @ Andjou Cosmetics","10/1/2021","Brittany Arnold","Inbound"
"Bumpin Blends","Bumpin Blends-","Q4-2021","","Commercial Velocity - New Business","43.00","1000","178.0000000000","","Reschedule","Website","","Food/Beverage","","10/1/2021","Brittany Arnold","Inbound"
"Marah Natural","Marah Natural-","Q4-2021","","Commercial Velocity - New Business","44.00","1000","44.0000000000","","Disqualified","Website","","Health/Wellness","","10/1/2021","Brittany Arnold","Inbound"
"Switch2Pure","Switch2Pure","Q4-2021","","Commercial Velocity - New Business","30.00","0","165.0000000000","","Reschedule","Employee Referral","1142000","Retail","","10/1/2021","Brittany Arnold","Outbound"
"Mitzi Lighting","Mitzi Lighting-","Q4-2021","","Commercial Velocity - New Business","11.00","1000","11.0000000000","","Closed Lost","The Manifest","","Home/Personal Products","Marketing Manager","10/12/2021","Connor Sanner","Inbound"
"EverCommerce","Evercommerce (Restoration Local)","Q4-2021","","Strategic Accounts - New Business","24.00","47838","24.0000000000","","Closed Lost","Referral Partner","10000000","Computer Software","","10/28/2021","Corey Eulas","Channel Partner"
"Foretravel of Texas","Foratravel","Q4-2021","","Strategic Accounts - New Business","34.00","8549","34.0000000000","","Closed Won","Referral Partner","27085000","Automotive","","10/14/2021","Corey Eulas","Channel Partner"
"Bestow","Bestow","Q4-2021","","Strategic Accounts - New Business","11.00","8690","11.0000000000","","Closed Lost","Employee Referral","50000000","Insurance","","10/15/2021","Corey Eulas","Outbound"
"MadeHot","MadeHot-","Q4-2021","","Commercial Velocity - New Business","9.00","10000","9.0000000000","","Disqualified","Referral Partner","","Accessories","","10/20/2021","Hannah Underhill","Channel Partner"
"Fond Bone Broth","Fond Bone Broth - Paid Social, Creative, CRO","Q4-2021","","Rapid Growth Brands - New Business","7.00","12658","7.0000000000","","Closed Won","Referral Partner","969000","Food/Beverage","","10/22/2021","Jake Mehani","Channel Partner"
"Nectar Bath Treats","Nectar Bath Treats","Q4-2021","","Rapid Growth Brands - New Business","11.00","13826","11.0000000000","9/27/2021 1:10 PM","Closed Won","Current Client","18977000","Beauty","","10/1/2021","Jake Mehani","Channel Partner"
"Bask Sun Care","Bask Sun Care","Q4-2021","","Rapid Growth Brands - New Business","24.00","11000","24.0000000000","","Closed Lost","Referral Partner","","","","10/4/2021","Jake Mehani","Channel Partner"
"Verde Farms LLC","Verde Farms","Q4-2021","","Rapid Growth Brands - New Business","89.00","1000","89.0000000000","","AE Nurture","Referral Partner","10000000","Food & Beverages","","10/31/2021","Jake Mehani","Channel Partner"
"Beam","Beam","Q4-2021","","Rapid Growth Brands - New Business","111.00","7678","111.0000000000","","Closed Won","Referral Partner","1000000","","","10/27/2021","Jake Mehani","Channel Partner"
